incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
126358068,II1201608,09/06/2012 04:30:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/>LOST PROPERTY:  SUBJECT LOST WALLET AND CONTENTS NEAR WAGNER MACHINE COMPANY,,3200 Block FARBER DR,,URBANA,IL,null,null,40.152531,-88.269215,09/14/2012 03:55:03 PM,09/14/2012 03:55:03 PM,POINT (-88.269215 40.152531),16,Thursday,Other,
126358069,II1201663,09/12/2012 11:15:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE                   <BR/><BR/>OFFICER RECOGNIZED TWO SUBJECTS THAT BOTH HAD VALID CHAMPAIG N CITY WARRANTS. BOTH SUBJECTS WERE ARRESTED.,,600 Block SIXTH STREET S,,URBANA,IL,null,null,40.110288,-88.230391,09/14/2012 03:55:03 PM,09/14/2012 03:55:04 PM,POINT (-88.230391 40.110288),23,Wednesday,Other,206477
126731116,II1201695,09/15/2012 02:43:00 AM,[UIPD] TRESPASS NOTICE,TRESPASS NOTICE                    <BR/><BR/>SUBJECT WAS REMOVED FROM BUS STOP IN ORCHARD DOWNS NEAR ORCH ARD STREET AND HAZELWOOD DRIVE. SUBJECT WAS VERY CONFRONTATI ONAL AND ANGRY. ISSUED SUBJECT A NO TRESPASS LETTER FOR U OF I PROPERTY.,,1900 Block ORCHARD ST S,,URBANA,IL,null,null,40.09488,-88.213227,09/16/2012 11:50:02 AM,09/16/2012 11:50:02 AM,POINT (-88.213227 40.09488),2,Saturday,Other,206477
126861631,II1201709,09/14/2012 12:01:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> BIKE THEFT,,1000 Block PENNSYLVANIA AVE W,,URBANA,IL,null,null,40.100621,-88.221773,09/18/2012 04:20:02 PM,09/18/2012 04:20:03 PM,POINT (-88.221773 40.100621),0,Friday,Theft,206477
127261133,II1201752,09/23/2012 12:53:00 AM,[UIPD] DRUG EQUIPMENT-POSSESSION,DRUG EQUIPMENT-POSSESSION          <BR/><BR/> SUBJECT IN POSSESSION OF DRUG PARAPHERNALIA,,1200 Block FIRST ST S,,URBANA,IL,null,null,40.104094,-88.238636,09/24/2012 03:45:01 PM,09/24/2012 03:45:02 PM,POINT (-88.238636 40.104094),0,Sunday,Drugs,206477
126861632,II1201655,09/12/2012 02:35:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/>SUSPECT ATTEMPTED TO STERAL SEVERAL BOOKS FROM IUB. FLED FRO M THE SCENE. HE RETURNED TO SCENE A SHORT WHILE LATER AND SP OKE WITH OFFICERS,,800 Block WRIGHT ST S,,URBANA,IL,null,null,40.107981,-88.228853,09/18/2012 04:20:02 PM,09/18/2012 04:20:03 PM,POINT (-88.228853 40.107981),14,Wednesday,Theft,206477
126861633,II1201710,09/15/2012 12:01:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST ILLINOIS DRIVER'S LICENSE,,700 Block SIXTH ST S,,URBANA,IL,null,null,40.110288,-88.230391,09/18/2012 04:20:02 PM,09/18/2012 04:20:03 PM,POINT (-88.230391 40.110288),0,Saturday,Other,206477
126861634,II1201712,09/17/2012 07:50:00 PM,[UIPD] BURGLARY FROM MOTOR VEHICLE,BURGLARY FROM MOTOR VEHICLE        <BR/><BR/> OFFENDER TOOK PROPERTY FROM A VEHICLE,,500 Block DANIEL ST E,,URBANA,IL,null,null,40.107956,-88.232009,09/18/2012 04:20:02 PM,09/18/2012 04:20:03 PM,POINT (-88.232009 40.107956),19,Monday,Theft from Vehicle,206477
126861635,II1201705,09/14/2012 05:00:00 PM,[UIPD] CRIMINAL DEFACEMENT OF PROPERTY,CRIMINAL DEFACEMENT OF PROPERTY    <BR/><BR/> CRIMINAL DEFACEMENT OF PROPERTY AT THE LAW BLDG,,500 Block PENNSYLVANIA AV E,,URBANA,IL,null,null,40.100555,-88.2302,09/18/2012 04:20:02 PM,09/18/2012 04:20:03 PM,POINT (-88.2302 40.100555),17,Friday,Property Crime,206477
126861636,II1201706,09/17/2012 11:27:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF DRIVERS LICENSE,,1100 Block W SPRINGFIELD,,URBANA,IL,null,null,40.112779,-88.222291,09/18/2012 04:20:02 PM,09/18/2012 04:20:03 PM,POINT (-88.222291 40.112779),11,Monday,Theft,206477
126861656,II1201697,09/15/2012 11:28:00 PM,[UIPD] TRESPASS NOTICE,TRESPASS NOTICE                    <BR/><BR/>SUBJECTS ATTENDING A PARTY COMPLAINED ABOUT THE BEHAVIOR OF AN INTOXICATED MALE. MALE WAS ISSUED A LETTER OF NO TRESPASS .,,1400 Block GREEN ST W,,URBANA,IL,null,null,40.110394,-88.227245,09/18/2012 04:30:02 PM,09/18/2012 04:30:03 PM,POINT (-88.227245 40.110394),23,Saturday,Other,206477
126861657,II1201699,09/16/2012 02:30:00 AM,[UIPD] CRIMINAL DAMAGE GOVT SUPPORT PROP,CRIMINAL DAMAGE GOVT SUPPORT PROP  <BR/><BR/>TWO CONCRETE GARBAGE CANS WERE KNOCKED OVER AND THE CONCRETE BROKEN.,,500 Block GOODWIN AV S,,URBANA,IL,null,null,40.105959,-88.223846,09/18/2012 04:30:02 PM,09/18/2012 04:30:03 PM,POINT (-88.223846 40.105959),2,Sunday,Property Crime,206477
128103084,II1201844,09/29/2012 12:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,200 Block WRIGHT ST N,,URBANA,IL,null,null,40.113574,-88.22893,10/02/2012 03:20:02 PM,10/02/2012 03:20:03 PM,POINT (-88.22893 40.113574),12,Saturday,Other,206477
126861659,II1201701,09/16/2012 10:50:00 AM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/>SUSPECT(S) PRIED OPEN THE TOP PORTION OF THE LOCKER AND STOLE THE VICTIM'S ITEMS INSIDE.,,1100 Block GREGORY DR W,,URBANA,IL,null,null,40.104188,-88.221916,09/18/2012 04:30:02 PM,09/18/2012 04:30:03 PM,POINT (-88.221916 40.104188),10,Sunday,Theft,206477
126861660,II1201702,09/16/2012 06:21:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> OFFENDER STOLE VICTIMS KEYS FROM LOCKER,,1100 Block GREGORY DR W,,URBANA,IL,null,null,40.104188,-88.221916,09/18/2012 04:30:02 PM,09/18/2012 04:30:04 PM,POINT (-88.221916 40.104188),18,Sunday,Theft,206477
127037528,II1201721,09/07/2012 12:01:00 AM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/> BIKE THEFT,,1200 Block FOURTH ST S,,URBANA,IL,null,null,40.104127,-88.23343,09/20/2012 07:15:02 PM,09/20/2012 07:15:03 PM,POINT (-88.23343 40.104127),0,Friday,Theft,206477
127037529,II1201722,09/19/2012 01:30:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT REPORT OF TEMPORARY PLATE,,600 Block LORADO TAFTDR E,,URBANA,IL,null,null,40.102956,-88.230076,09/20/2012 07:15:02 PM,09/20/2012 07:15:03 PM,POINT (-88.230076 40.102956),13,Wednesday,Theft,206477
127037530,II1201723,09/19/2012 12:01:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST PROPERTY,,1200 Block EUCLID ST,,URBANA,IL,null,null,40.104012,-88.234477,09/20/2012 07:15:02 PM,09/20/2012 07:15:03 PM,POINT (-88.234477 40.104012),0,Wednesday,Other,206477
127037531,II1201725,09/01/2012 12:01:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/>COMPLAINANT LOCATED THEIR BIKE THAT WAS NOT PREVIOUSLY REPOR TED STOLEN,,1000 Block ARMORY,,URBANA,IL,null,null,40.100626,-88.219116,09/20/2012 07:15:02 PM,09/20/2012 07:15:04 PM,POINT (-88.219116 40.100626),0,Saturday,Theft,206477
127037532,II1201718,09/03/2012 02:00:00 PM,[UIPD] OTHER TROUBLE/INFO RPT,OTHER TROUBLE/INFO RPT             <BR/><BR/>MALE SUBJECT FOLLOWED FEMALE STUDENT AROUND CAMPUS ON MULTIP LE OCCASIONS.,,600 Block MATHEWS,,URBANA,IL,null,null,40.104012,-88.234477,09/20/2012 07:15:02 PM,09/20/2012 07:15:04 PM,POINT (-88.234477 40.104012),14,Monday,Other,206477
129919596,II1202015,10/24/2012 10:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,1100 Block W SPRINGFIELD,,URBANA,IL,null,null,40.112777,-88.222462,10/26/2012 01:55:01 PM,10/26/2012 01:55:03 PM,POINT (-88.222462 40.112777),10,Wednesday,Other,206477
127037839,II1201708,09/15/2012 03:00:00 PM,[UIPD] THEFT UNDER,"""THEFT UNDER                        <BR/><BR/>UIPD RESPONDED TO POST I, 1110 W SPRINGFIELD IN URBANA REFER ENCE A THEFT REPORT OF A CELL PHONE""",,1800 Block LINCOLN AV S,,URBANA,IL,null,null,40.096333,-88.219065,09/20/2012 07:35:02 PM,09/20/2012 07:35:02 PM,POINT (-88.219065 40.096333),15,Saturday,Theft,206477
127037841,II1201715,09/14/2012 12:00:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT REPORTED FROM THE ILLINI UNION.,,1400 Block GREEN ST W,,URBANA,IL,null,null,40.110473,-88.225583,09/20/2012 07:35:02 PM,09/20/2012 07:35:03 PM,POINT (-88.225583 40.110473),12,Friday,Theft,206477
127037842,II1201717,09/18/2012 07:19:00 PM,[UIPD] DRUG EQUIPMENT-POSSESSION,DRUG EQUIPMENT-POSSESSION          <BR/><BR/> CALLED FOR A SMOKE ODOR COMING FROM A ROOM.,,900 Block COLLEGE CT,,URBANA,IL,null,null,40.099011,-88.219133,09/20/2012 07:35:02 PM,09/20/2012 07:35:03 PM,POINT (-88.219133 40.099011),19,Tuesday,Drugs,206477
127037843,II1201707,09/17/2012 11:35:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST I-CARD,,900 Block W PENNSYLVANIA,,URBANA,IL,null,null,40.100626,-88.219279,09/20/2012 07:35:02 PM,09/20/2012 07:35:03 PM,POINT (-88.219279 40.100626),11,Monday,Other,206477
127158143,II1201741,09/21/2012 02:00:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/> SUBJECT STOLE A CELL PHONE AT THE ILLINI UNION.,,1400 Block GREEN ST W,,URBANA,IL,null,null,40.110394,-88.227245,09/22/2012 08:00:02 PM,09/22/2012 08:00:03 PM,POINT (-88.227245 40.110394),14,Friday,Theft,206477
127158146,II1201738,09/21/2012 11:00:00 AM,[UIPD] CRIMINAL DEFACEMENT OF PROPERTY,CRIMINAL DEFACEMENT OF PROPERTY    <BR/><BR/>CRIMINAL DEFACEMENT OF STATE SUPPORTED PROPERTY OCCURRED AT THE NATURAL HISTORY BUILDING.,,1300 Block GREEN ST W,,URBANA,IL,null,null,40.110473,-88.225583,09/22/2012 08:00:02 PM,09/22/2012 08:00:03 PM,POINT (-88.225583 40.110473),11,Friday,Property Crime,206477
127261134,II1201753,09/23/2012 01:53:00 AM,[UIPD] ILLEGAL TRANSPORTATION OF LIQUOR,"""ILLEGAL TRANSPORTATION OF LIQUOR   <BR/><BR/>OFFICERS WERE DISPATCHED TO A FIGHT IN PROGRESS. UPON ARRIVA L, FIGHT WAS OVER, BUT OFFICER CHECKED SUSPICIOUS VEHICLE IN THE PARKING LOT. THREE UNDER-21 SUBJECTS WERE ISSUED CITATI ONS FOR ILLEGAL TRANSPORTAION OF ALCOHOL AND SERVED TRESPASS NOTICES.""",,FOURTH ST S & HEALEY / GREEN,,URBANA,IL,null,null,40.111423,-88.233564,09/24/2012 03:45:01 PM,09/24/2012 03:45:02 PM,POINT (-88.233564 40.111423),1,Sunday,Traffic,206477
127261138,II1201762,09/24/2012 12:18:00 AM,[UIPD] CANNABIS-POSS 30 GM & UNDER,CANNABIS-POSS 30 GM & UNDER        <BR/><BR/>OFFICERS RESPONDED TO TRELEASE HALL IN REFERENCE TO A DRUG A CTIVITY CALL,,900 Block COLLEGE CT,,URBANA,IL,null,null,40.099011,-88.219133,09/24/2012 03:45:01 PM,09/24/2012 03:45:03 PM,POINT (-88.219133 40.099011),0,Monday,Drugs,206477
127605880,II1201776,09/25/2012 02:59:00 AM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/> REPORT OF BIKES STOLEN WITH SUSPECT INFORMATION.,,1200 Block FIRST ST S,,URBANA,IL,null,null,40.104094,-88.238636,09/26/2012 12:26:47 PM,09/26/2012 12:26:47 PM,POINT (-88.238636 40.104094),2,Tuesday,Theft,206477
127605881,II1201777,09/24/2012 03:00:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> BIKE THEFT,,200 Block GOODWIN AV N,,URBANA,IL,null,null,40.113535,-88.223988,09/26/2012 12:26:47 PM,09/26/2012 12:26:48 PM,POINT (-88.223988 40.113535),15,Monday,Theft,206477
127605883,II1201780,09/25/2012 04:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,1100 Block SPRINGFIELD,,URBANA,IL,null,null,40.112777,-88.222462,09/26/2012 12:26:47 PM,09/26/2012 12:26:48 PM,POINT (-88.222462 40.112777),16,Tuesday,Other,206477
127605886,II1201773,09/24/2012 09:30:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST PROPERTY REPORT OF A WALLET,,500 Block E ARMORY AV,,URBANA,IL,null,null,40.105424,-88.231887,09/26/2012 12:26:47 PM,09/26/2012 12:26:49 PM,POINT (-88.231887 40.105424),21,Monday,Other,206477
127839902,II1201788,09/22/2012 01:30:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> A TOOL BOX WAS STOLEN FROM A PARKING LOT,,1500 Block OAK ST S,,URBANA,IL,null,null,40.102702,-88.241493,09/28/2012 01:30:02 PM,09/28/2012 01:30:02 PM,POINT (-88.241493 40.102702),13,Saturday,Theft,206477
127839903,II1201789,09/22/2012 11:30:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF WALLET,,1000 Block LINCOLN AVE S,,URBANA,IL,null,null,40.104563,-88.219197,09/28/2012 01:30:02 PM,09/28/2012 01:30:03 PM,POINT (-88.219197 40.104563),23,Saturday,Theft,206477
127839904,II1201790,09/26/2012 09:00:00 AM,[UIPD] THEFT OVER,"""THEFT OVER                         <BR/><BR/>UNKNOWN SUBJECT KNOCKED ON DORM ROOM AND ASKED FOR THE TIME, A PENCIL, AND PAPER. AFTER THE SUBJECT LEFT THE ROOM, THE V ICTIM NOTICED HIS WALLET WAS MISSING.""",,1000 Block COLLEGE CT,,URBANA,IL,null,null,40.099232,-88.220667,09/28/2012 01:30:02 PM,09/28/2012 01:30:03 PM,POINT (-88.220667 40.099232),9,Wednesday,Theft,206477
127839907,II1201794,09/26/2012 11:00:00 PM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY        <BR/><BR/> OFFENDER BROKE VICTIMS MIRROR OFF.,,400 Block DANIEL ST E,,URBANA,IL,null,null,40.108034,-88.222025,09/28/2012 01:30:02 PM,09/28/2012 01:30:03 PM,POINT (-88.222025 40.108034),23,Wednesday,Property Crime,206477
127843968,II1201799,09/27/2012 11:45:00 AM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/>THEFT FROM A PERSON EXCEEDING $500 IN VALUE OCCURED AT THE ILLINI UNION.,,1400 Block GREEN ST W,,URBANA,IL,null,null,40.110317,-88.228874,09/28/2012 04:25:02 PM,09/28/2012 04:25:03 PM,POINT (-88.228874 40.110317),11,Thursday,Theft,206477
127843969,II1201802,09/27/2012 03:10:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> VICTIM REPORTED HAVING WALLET STOLEN FROM UNLOCKED OFFICE.,,500 Block MATHEWS AV S,,URBANA,IL,null,null,40.108055,-88.22553,09/28/2012 04:25:02 PM,09/28/2012 04:25:03 PM,POINT (-88.22553 40.108055),15,Thursday,Theft,206477
128103089,II1201849,09/30/2012 07:45:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST PROPERTY,,1300 Block SPRINGFIELD AVE W,,URBANA,IL,null,null,40.112747,-88.225624,10/02/2012 03:20:02 PM,10/02/2012 03:20:03 PM,POINT (-88.225624 40.112747),7,Sunday,Other,206477
127950669,II1201820,09/29/2012 03:11:00 AM,[UIPD] MIP,MIP                                <BR/><BR/>OFFICER RESPONDED TO A CRRIMINAL DAMAGE CALL AND ENDED UP ISSUING TWO NTAS FOR MIP. AN ICARD WAS ALSO TAKEN IN AS FOUN D PROPERTY AS IT WAS LOCATED AT HUFF HALL WHILE PERFORMING T HE INVESTIGATION THAT LEAD TO THE NTA'S BEING ISSUED,,700 Block FIFTH ST S,,URBANA,IL,null,null,40.104046,-88.233429,09/30/2012 07:45:01 PM,09/30/2012 07:45:02 PM,POINT (-88.233429 40.104046),3,Saturday,Other,206477
127950672,II1201813,09/22/2012 11:30:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF ICARD,,1100 Block GREGORY DR W,,URBANA,IL,null,null,40.104188,-88.221916,09/30/2012 07:45:01 PM,09/30/2012 07:45:02 PM,POINT (-88.221916 40.104188),11,Saturday,Theft,206477
129919907,II1202027,10/24/2012 10:00:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> UNKNOWN SUBJECT STOLE VICTIM'S WALLET,,200 Block GREEN E,,URBANA,IL,null,null,40.109048,-88.22158,10/26/2012 02:05:02 PM,10/26/2012 02:05:02 PM,POINT (-88.22158 40.109048),22,Wednesday,Theft,206477
127950857,II1201823,09/29/2012 01:26:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>A SUBJECT WAS EJECTED FROM MEMORIAL STADIUM. THE SUBJECT THEN TRESPASSED BACK INTO THE STADIUM AND BATTERED A DIA EMPLOYEE.,,1400 Block FIRST ST S,,URBANA,IL,null,null,40.101458,-88.234595,09/30/2012 08:00:02 PM,09/30/2012 08:00:02 PM,POINT (-88.234595 40.101458),13,Saturday,Assault,206477
127999872,II1201841,09/30/2012 05:15:00 PM,[UIPD] BURGLARY,BURGLARY                           <BR/><BR/>OFFICER INVESTIGATED A REPORTED BURGLARY FROM A LOCKER AT TH E ARC. NO SUSPECT INFO.,,200 Block PEABODY DRIVE E,,URBANA,IL,null,null,40.101447,-88.236601,10/01/2012 04:55:02 PM,10/01/2012 04:55:03 PM,POINT (-88.236601 40.101447),17,Sunday,Breaking & Entering,206477
127999874,II1201831,09/30/2012 01:41:00 AM,[UIPD] CANNABIS-POSS 30 GM & UNDER,"""CANNABIS-POSS 30 GM & UNDER        <BR/><BR/>SUBJECTS WERE SMOKING CANNABIS WHILE PARKED IN LOT F23. DRIV ER WAS ARRESTED FOR THE CANNABIS, DRUG EQUIPMENT, AND DUI DR UGS.""",,FLORIDA W & LOT F23,,URBANA,IL,null,null,40.110317,-88.228874,10/01/2012 04:55:02 PM,10/01/2012 04:55:03 PM,POINT (-88.228874 40.110317),1,Sunday,Drugs,206477
127999875,II1201842,09/30/2012 09:04:00 PM,[UIPD] OTHER TROUBLE/INFO RPT,OTHER TROUBLE/INFO RPT             <BR/><BR/> SUBJECT WAS THROWING PEBBLES FROM ALTGELD HALL.,,1400 Block GREEN ST W,,URBANA,IL,null,null,40.110463,-88.225789,10/01/2012 04:55:02 PM,10/01/2012 04:55:03 PM,POINT (-88.225789 40.110463),21,Sunday,Other,206477
127999876,II1201833,09/30/2012 12:00:00 AM,[UIPD] BURGLARY FROM MOTOR VEHICLE,BURGLARY FROM MOTOR VEHICLE        <BR/><BR/>VICTIM REPORTED HER PHONE AND MONEY WAS STOLEN FROM A VEHICL E. NO SUSPECT INFO.,,500 Block DANIEL ST E,,URBANA,IL,null,null,40.107956,-88.232009,10/01/2012 04:55:02 PM,10/01/2012 04:55:03 PM,POINT (-88.232009 40.107956),0,Sunday,Theft from Vehicle,206477
127999879,II1201838,09/26/2012 02:00:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/> BIKE THEFT,,300 Block GREGORY DR E,,URBANA,IL,null,null,40.104099,-88.236819,10/01/2012 04:55:02 PM,10/01/2012 04:55:04 PM,POINT (-88.236819 40.104099),14,Wednesday,Theft,206477
128102470,II1201764,09/23/2012 12:00:00 PM,[UIPD] THEFT UNDER,"""THEFT UNDER                        <BR/><BR/>BIKE THEFT *** REPORT UNFOUNDED, OWNER JUST FORGOT WHERE HE LEFT IT---- BIKE WAS NOT STOLEN *******""",,1000 Block GREGORY DR W,,URBANA,IL,null,null,40.104191,-88.221552,10/02/2012 02:45:02 PM,10/02/2012 02:45:02 PM,POINT (-88.221552 40.104191),12,Sunday,Theft,206477
128102472,II1201766,09/21/2012 12:00:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL                       <BR/><BR/> LAPTOP STOLEN FROM ILLINI UNION FLASH DRIVE,,1400 Block GREEN ST W,,URBANA,IL,null,null,40.110394,-88.227245,10/02/2012 02:45:02 PM,10/02/2012 02:45:03 PM,POINT (-88.227245 40.110394),12,Friday,Theft,206477
128102473,II1201767,09/24/2012 02:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,1300 Block SPRINGFIELD W,,URBANA,IL,null,null,40.112747,-88.225624,10/02/2012 02:45:02 PM,10/02/2012 02:45:03 PM,POINT (-88.225624 40.112747),14,Monday,Other,206477
128102474,II1201757,09/22/2012 10:00:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> BIKE THEFT,,100 Block GREGORY DR E,,URBANA,IL,null,null,40.104094,-88.238636,10/02/2012 02:45:02 PM,10/02/2012 02:45:03 PM,POINT (-88.238636 40.104094),10,Saturday,Theft,206477
128102475,II1201769,06/01/2012 12:00:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/>BIKE THEFT ***REPORT UNFOUNDED -- CAMPUS PARKING HAD THE BIKE-- IT WAS TAKEN BY CAMPUS PARKING DURING THE MAY CLEAN UP *******,,200 Block MATHEWS AV N,,URBANA,IL,null,null,40.113562,-88.225644,10/02/2012 02:45:02 PM,10/02/2012 02:45:03 PM,POINT (-88.225644 40.113562),12,Friday,Theft,206477
128102476,II1201770,09/21/2012 08:30:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> BIKE THEFT,,1200 Block FIRST ST S,,URBANA,IL,null,null,40.104094,-88.238636,10/02/2012 02:45:02 PM,10/02/2012 02:45:03 PM,POINT (-88.238636 40.104094),8,Friday,Theft,206477
128102477,II1201771,09/21/2012 10:30:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> BICYCLE WAS REPORTED STOLEN FROM THE ILLINI UNION,,1400 Block GREEN ST W,,URBANA,IL,null,null,40.110317,-88.228874,10/02/2012 02:45:02 PM,10/02/2012 02:45:03 PM,POINT (-88.228874 40.110317),10,Friday,Theft,206477
128103082,II1201797,09/25/2012 10:00:00 AM,[UIPD] BURGLARY FROM MOTOR VEHICLE,BURGLARY FROM MOTOR VEHICLE        <BR/><BR/> THEFT OF A PARKING PERMIT.,,200 Block N WRIGHT ST,,URBANA,IL,null,null,40.113554,-88.22893,10/02/2012 03:20:02 PM,10/02/2012 03:20:02 PM,POINT (-88.22893 40.113554),10,Tuesday,Theft from Vehicle,206477
128103085,II1201845,10/01/2012 09:47:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>A RESIDENT OF ALLEN HALL WAS TRANSPORTED TO PROVENA MEDICAL CENTER FOR EVALUATION.,,1000 Block GREGORY DR W,,URBANA,IL,null,null,40.104191,-88.221552,10/02/2012 03:20:02 PM,10/02/2012 03:20:03 PM,POINT (-88.221552 40.104191),9,Monday,Other,206477
128103086,II1201846,09/29/2012 11:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,1000 Block SPRINGFIELD AVE W,,URBANA,IL,null,null,40.11279,-88.220671,10/02/2012 03:20:02 PM,10/02/2012 03:20:03 PM,POINT (-88.220671 40.11279),23,Saturday,Other,206477
128103087,II1201847,02/01/2012 12:01:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST DRIVERS LICENSE,,1100 Block SPRINGFIELD AVE W,,URBANA,IL,null,null,40.112777,-88.222462,10/02/2012 03:20:02 PM,10/02/2012 03:20:03 PM,POINT (-88.222462 40.112777),0,Wednesday,Other,206477
128218939,II1201862,10/02/2012 06:32:00 PM,[UIPD] CANNABIS-POSS 30 GM & UNDER,CANNABIS-POSS 30 GM & UNDER        <BR/><BR/>A SUBJECT WAS FOUND IN POSSESSION OF CANNABIS AND DRUG EQUIP MENT.,,200 Block PEABODY DR E,,URBANA,IL,null,null,40.101447,-88.236561,10/03/2012 03:35:02 PM,10/04/2012 04:20:02 PM,POINT (-88.236561 40.101447),18,Tuesday,Drugs,206477
128218940,II1201863,10/02/2012 11:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,1100 Block GREEN ST W,,URBANA,IL,null,null,40.110548,-88.220541,10/03/2012 03:35:02 PM,10/04/2012 04:20:02 PM,POINT (-88.220541 40.110548),11,Tuesday,Other,206477
128218941,II1201864,10/02/2012 10:41:00 PM,[UIPD] CRIMINAL DAMAGE GOVT SUPPORT PROP,CRIMINAL DAMAGE GOVT SUPPORT PROP  <BR/><BR/> UNKNOWNS PERSON(S) WROTE GRAFFITI ON THE WALLS OF ROOM #215.,,1300 Block GREEN ST W,,URBANA,IL,null,null,40.110473,-88.225583,10/03/2012 03:35:02 PM,10/04/2012 04:20:02 PM,POINT (-88.225583 40.110473),22,Tuesday,Property Crime,206477
128218943,II1201854,10/01/2012 09:00:00 PM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY        <BR/><BR/> A MOTORCYCLE WAS TIPPED OVER WHILE IT WAS PARKED IN A LOT.,,200 Block PEABODY DR E,,URBANA,IL,null,null,40.101448,-88.236481,10/03/2012 03:35:02 PM,10/04/2012 04:20:02 PM,POINT (-88.236481 40.101448),21,Monday,Property Crime,206477
128218944,II1201855,09/01/2012 12:01:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST PASSPORT,,1100 Block SPRINGFIELD AVE W,,URBANA,IL,null,null,40.112777,-88.222462,10/03/2012 03:35:02 PM,10/04/2012 04:20:02 PM,POINT (-88.222462 40.112777),0,Saturday,Other,206477
128218945,II1201856,06/01/2012 08:00:00 AM,[UIPD] HARASSMENT BY TELEPHONE,HARASSMENT BY TELEPHONE            <BR/><BR/> REPORTING PERSON RECEIVING HARASSING PHONE VOICEMAILS.,,1200 Block NEVADA ST W,,URBANA,IL,null,null,40.105974,-88.221514,10/03/2012 03:35:02 PM,10/04/2012 04:20:02 PM,POINT (-88.221514 40.105974),8,Friday,Disorder,206477
