date_and_time,type,description,street_address,city,state,zip,latitude,longitude
09/03/2011 11:48:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA: POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINESS P ARKING LOTS,SECOND & DANIEL,URBANA,IL,,40.107923,-88.23702
09/13/2011 01:02:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>VEHICLE STOPPED FOR SUSPENDED PLATES. VEHICLE DID NOT HAVE V ALID INSURANCE AND WAS ULTIMATELY TOWED.,SIXTH S & DANIEL,URBANA,IL,,40.109079,-88.230367
12/08/2011 02:21:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA - POSSESSION PROHIBITED ON PUBLIC PROPERTY & BUSINESS PARKING LOTS.,FIRST ST S & CHESTER ST,URBANA,IL,,40.115353000000006,-88.238729
12/19/2011 05:06:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA ISSUED FOR POSSESSION OF ALCOHOL PROHIBITED ON PUBLIC PR OPERTY.,GREEN ST E & GREEN,URBANA,IL,,40.110288,-88.230391
12/19/2011 05:11:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION OF ALCHOHOL PROHIBITED IN PUBLIC.,GREEN ST E & SIXTH,URBANA,IL,,40.110288,-88.230391
01/16/2012 11:52:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA ISSUED FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY,SIXTH ST S & DANIEL ST E,URBANA,IL,,40.107969,-88.230345
02/28/2012 10:42:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL POSSESSION ON PUBLIC PROPERTY,400 Block JOHN E,URBANA,IL,,40.110261,-88.233542
12/22/2017 09:10:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS <BR/><BR/>OFFICERS CONDUCTED A TRAFFIC STOP FOR FAILING TO USE TURN SI GNAL. VEHICLE HAD ODOR OF CANNABIS COMING FROM INSIDE THE VE HICLE. SEARCH OF DRIVER YIELDED CANNABIS SEARCH OF VEHICLE Y IELDED GUN. DRIVER ARRESTED FOR UNLAWFUL USE OF WEAPON,FOURTH ST S & HEALEY,URBANA,IL,,40.1103,-88.2335
03/02/2012 12:45:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA POSS ALCOHOL PUB PROP,1000 Block OAK S,URBANA,IL,,40.124627000000004,-88.266891
03/02/2012 06:35:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA POSSESSION PROHIBITED ON PUBLIC PROPERTY,100 Block JOHN ST W,URBANA,IL,,40.109021999999996,-88.237027
03/02/2012 12:47:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,300 Block DANIEL E,URBANA,IL,,40.107938,-88.235288
03/02/2012 02:34:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,100 Block CHALMERS E,URBANA,IL,61820.0,40.1065465,-88.2386675
03/03/2012 12:41:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA: POSSESSION ON PUBLIC PROPERTY,300 Block GREEN ST E,URBANA,IL,,40.110261,-88.233542
03/02/2012 11:43:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,200 Block JOHN E,URBANA,IL,,40.109021999999996,-88.237027
03/27/2012 10:50:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> A SUBJECT WAS GRABBED ON THE ARM BY AN UNKNOWN SUBJECT.,600 Block WRIGHT S,URBANA,IL,,40.105711,-88.228809
04/09/2012 06:53:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>OFFICERS RESPONDED TO A CHECK WELFARE CALL. THE SUBJECT WAS TRANSPORTED TO CARLE HOSPITAL AND INVOLUNTARILY ADMITTED.,200 Block PEABODY DRIVE E,URBANA,IL,,40.101448,-88.23648100000001
05/03/2012 02:06:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS OBSERVED NUMEROUS FIGHTS AFTER BAR CLOSING. OC WAS DEPLOYED AGAINST TWO ACTIVE COMBATANTS.,700 Block GOODWIN S,URBANA,IL,,40.106901,-88.223851
05/05/2012 12:09:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION ON PUBLICE PROPERTY,600 Block DANIEL ST E,URBANA,IL,,40.107971,-88.230071
05/05/2012 02:04:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,"""UNLAWFUL USE OF WEAPONS            <BR/><BR/>VEHICLE PULLED OVER FOR DISOBEYING STOP SIGN. DRIVER ARRESTE D ON CHAMPAIGN COUNTY WARRANT, ONE PASSENGER ARRESTED FOR UN LAWFUL USE OF WEAPON.""",STOUGHTON E & SECOND,URBANA,IL,,40.113459999999996,-88.23540799999999
07/05/2012 09:59:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> A BATTERY OCCURRED IN AN APARTMENT COMPLEX.,300 Block GREEN STREET E,URBANA,IL,61802.0,40.110132,-88.1736473
06/16/2012 12:30:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA:  POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINESS PARKING LOTS,800 Block SIXTH ST S,URBANA,IL,,40.107969,-88.230345
07/19/2012 06:00:00 AM,[UIPD] SEARCH WARRANT SERVICE,SEARCH WARRANT SERVICE             <BR/><BR/>THE MEMBERS OF THE METRO TEAM ASSISTED RANTOUL PD WITH A SEA RCH WARRANT.,1200 Block BELAIR DR,URBANA,IL,61820.0,40.0835669,-88.25166
08/10/2012 10:52:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>OFFICER WAS DISPATCHED TO MEET A COMPLAINANT REGARDING A BAT TERY. THE OFFICER WAS UNABLE TO LOCATE THE OFFENDERS AT THE TIME OF THE INTITIAL REPORT. LATER, ANOTHER OFFICER STOPPED A CAR MATCHING THE OFFENDER'S VEHICLE FOR AN UNRELATED OFFEN SE. THE DRIVER OF THE CAR ADMITTED TO COMMITTING THE EARLIER BATTERY OFFENSE.""",GREEN ST W & GOODWIN AV,URBANA,IL,,40.110507,-88.22391400000001
09/09/2012 12:46:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>SUBJECT ISSUED A CHAMPAIGN NTA FOR POSS. PROHIBITED ON PUBLI C PROPERTY,500 Block E DANIEL ST,URBANA,IL,,40.107956,-88.23200899999999
09/29/2012 01:26:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>A SUBJECT WAS EJECTED FROM MEMORIAL STADIUM. THE SUBJECT THEN TRESPASSED BACK INTO THE STADIUM AND BATTERED A DIA EMPLOYEE.,1400 Block FIRST ST S,URBANA,IL,,40.101458,-88.234595
10/01/2012 09:47:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>A RESIDENT OF ALLEN HALL WAS TRANSPORTED TO PROVENA MEDICAL CENTER FOR EVALUATION.,1000 Block GREGORY DR W,URBANA,IL,,40.104191,-88.221552
10/28/2012 02:39:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>POLICE RESPONDED TO RENDER AID TO UNCONSCIOUS INDIVIDUAL ON SIDEWALK. ARRESTEE STRUCK POLICE OFFICER AND WAS ARRESTED FO R AGGRAVATED BATTERY.,400 Block GREEN ST E,URBANA,IL,,40.110262,-88.233451
11/11/2012 10:36:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>SUBJECT BATTERED ANOTHER RESIDENT AFTER ARGUING ABOUT A FOOT BALL GAME.,1000 Block COLLEGE CT,URBANA,IL,,40.099232,-88.220667
11/08/2012 01:11:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>OFFICERS MET WITH A SUBJECT REGARDING STATEMENTS MADE TO HIS COUNSELOR.,200 Block JOHN ST E,URBANA,IL,,40.109021999999996,-88.237027
12/02/2012 12:20:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> A BATTERY OCCURED AT THE ILLINI UNION.,1400 Block GREEN ST W,URBANA,IL,,40.110394,-88.227245
12/07/2012 09:41:00 AM,[UIPD] SEARCH WARRANT SERVICE,SEARCH WARRANT SERVICE             <BR/><BR/>MEMBERS OF METRO TEAM ASSISTED RANTOUL PD WITH A SEARCH WARR ANT.,1200 Block BEL AIRE,URBANA,IL,61820.0,40.0835669,-88.25166
12/14/2012 07:24:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>UIPD RESPONDED TO OGLESBY HALL 3212 FOR A REPORT OF A BATTER Y.,1000 Block COLLEGE CT,URBANA,IL,,40.099232,-88.220667
01/18/2013 02:10:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>SEVERAL SUBJECTS WERE STOPPED FOR FIGHTING. AN UNKNOWN OFFEN DER FLED FROM THE SCENE, BUT WAS NOT LOCATED. TWO VICTIMS WE RE EVALUATED BY ARROW AMBULANCE BUT REFUSED MEDICAL TREATMEN T. ONE OFFENDER WAS ARRESTED ON A CHAMPAIGN CITY WARRANT.""",FOURTH ST S & JOHN ST,URBANA,IL,,40.10905,-88.23352
03/01/2013 09:18:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> SUBJECT BATTERED FEMALE IN LOT C16,400 Block DANIEL ST E,URBANA,IL,,40.108034,-88.222025
03/01/2013 10:08:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION ON PUBLIC PROPERTY,1000 Block S LOCUST ST,URBANA,IL,,40.10645,-88.24029300000001
03/01/2013 05:20:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION ON PUBLIC PROPERTY,300 Block E GREEN ST,URBANA,IL,,40.110245,-88.23534699999999
03/01/2013 01:51:00 PM,[UIPD] CARRYING OUT OF PREMISE,CARRYING OUT OF PREMISE            <BR/><BR/> NTA ISSUED FOR CARRYING OPEN LIQUOR OUT OF PREMISES.,700 Block SIXTH ST S,URBANA,IL,61820.0,40.1102761,-88.2303723
03/08/2013 12:20:00 AM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>SUBJECT REFUSED TO LEAVE BAR, THEN FOUGHT WITH SECURITY. SUB JECT WAS ARRESTED FOR AGGREVATED BATTERY, POSSESSION OF DRUG EQUIPMENT, AND POSSESSION OF CANNABIS.""",700 Block GOODWIN AV S,URBANA,IL,,40.106901,-88.223851
03/28/2013 09:55:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> SUBJECT REPORTED A BATTERY,1000 Block ILLINOIS ST W,URBANA,IL,,40.109048,-88.22158
04/06/2013 02:42:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> R/P REPORTS HE WAS HIT IN THE FACE. SUSPECTS ON VIDEO.,200 Block PEABODY E,URBANA,IL,,40.101447,-88.236561
04/07/2013 01:02:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICERS RESPOND TO A TRAFFIC ACCIDENT ON UNIVERSITY PROPERT Y. DRIVER WAS SUSPECTED DUI.,600 Block WINDSOR RD W,URBANA,IL,,40.083517,-88.229438
04/07/2013 03:24:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER WAS KICKED BY ARRESTEE WHILE TRYING TO SECURE HIM IN SIDE SQUAD CAR,600 Block UNIVERSITY AVE,URBANA,IL,61801.0,40.118533,-88.201466
04/26/2013 10:55:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>SUBJECTS WERE FIGHTING IN A PARKIN GLOT. AFTER THE FIGHT WAS BROKEN UP, SUBJECT RECOGNIZED VICTIM AND PUNCHED HIM IN FRO NT OF OFFICERS. SUBJECT ALSO HAD CANNABIS ON HIS PERSON.""",600 Block FIRST ST S,URBANA,IL,,40.111403,-88.238704
05/09/2013 10:50:00 AM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>OFFICER DISPATCHED TO FLORIDA AVEENU RESIDENCE, OGLESBY HALL TO MEET WITH A COMPLAINANT. SUSPECT ARRESTED FOR STALKING A ND BATTERY.""",1000 Block COLLEGE CT,URBANA,IL,,40.099232,-88.220667
05/12/2013 02:08:00 AM,[UIPD] CARRYING OUT OF PREMISE,CARRYING OUT OF PREMISE            <BR/><BR/>CHAMPAIGN NOTICE TO APPEAR ISSUED FOR CARRING OPEN LIQUOR OU T OF PREMISES.,600 Block DANIEL ST E,URBANA,IL,,40.107969,-88.230345
05/21/2013 11:51:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER CONDUCTED A TRAFFIC STOP. THE VEHICLE WAS SEARCHED A ND METAL KNUCKLES AND A STUN GUN WERE FOUND,500 Block UNIVERSITY AV E,URBANA,IL,,40.116396,-88.224042
06/08/2013 07:51:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER WAS DISPATCHED TO ASSIST CHAMPAIGN PD ON AN IN PROGR ESS DOMESTIC BATTERY IN THE 800 BLOCK OF NORTH STATE STREET.,800 Block STATE ST N,URBANA,IL,,40.122805,-88.24685
06/09/2013 03:00:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT WAS INVOLVED IN A PHYSICAL ALTERCATION IN THE HOTEL ROOM OF THE ILLINOIS UNION. SUBJECT HAD TO BE TRANSPORTED TO THE HOSPITAL DUE TO HIS INJURIES.,1400 Block GREEN ST W,URBANA,IL,,40.110473,-88.225583
06/15/2013 12:05:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> SUSPECT ARRESTED FOR BATTERING SEVERAL VICTIMS,600 Block GREEN ST E,URBANA,IL,,40.110288,-88.230391
07/22/2013 05:15:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> BATTERY OCCURRED AT THE MATERIALS RESEARCH LABORATORY,100 Block GOODWIN AV S,URBANA,IL,,40.1122,-88.22399999999999
08/14/2013 12:17:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,FIFTH & JOHN,URBANA,IL,61820.0,40.1090669,-88.2320189
09/20/2013 09:10:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>SUBJECT REPORTED ON GOING PROBLEMS WITH ANOTHER MALE, INCLUDING A PIECE OF BREAD BEING THROWN.""",1400 Block GREEN ST W,URBANA,IL,61801.0,40.110452,-88.2272186
10/03/2013 05:25:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>LOCATED SUICIDAL SUBJECT AT ISR AND TRANSPORTED SAME TO PRES ENCE HOSPITAL WHERE HE WAS INVOLUNTARILY COMMITTED FOR PSYCH OLOGICAL EVALUATION.,1000 Block ILLINOIS ST W,URBANA,IL,61801.0,40.1090692,-88.2208734
10/05/2013 03:35:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> MALE SUBJECT BATTERED FEMALE VICTIM.,1400 Block GREEN ST W,URBANA,IL,61801.0,40.110452,-88.2272186
10/08/2013 12:24:00 AM,[UIPD] BOMB THREAT,BOMB THREAT                        <BR/><BR/>SUBJECT MADE BOMB THREATS TO DISPATCH. SUBJECT REFUSED TO CO MPLY WITH OFFICERS ORDERS.  SUBJECT WAS TRANSPORTED TO HOSPI TAL FOR EVALUATION,1400 Block GREEN ST W,URBANA,IL,61801.0,40.110452,-88.2272186
10/11/2013 01:30:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>POLICE RESPONDED TO CHECK ORCHARD DOWNS BUILDING 1802 FOR A DOMESTIC BATTERY. SUSPECT WAS LOCATED IN APARTMENT B AND WAS ARRESTED.,1800 Block ORCHARD ST S,URBANA,IL,61801.0,40.096542799999995,-88.2142295
10/14/2013 11:50:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> UNKNOWN SUBJECT STRUCK VICTIM WHILE RIDING HIS BIKE.,200 Block WRIGHT ST N,URBANA,IL,,40.119117700000004,-88.2287895
10/19/2013 07:15:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>DOMESTIC BATTERY AT A FOOTBALL GAME THAT TURNED INTO AN AGGR AVATED BATTERY AGAINST AN OFFICER.,1400 Block FIRST ST S,URBANA,IL,61820.0,40.098123799999996,-88.2385525
10/22/2013 01:26:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> FEMALE SUBJECT BATTERED TAXI DRIVER,200 Block PEABODY DR,URBANA,IL,61820.0,40.101469,-88.2365968
10/13/2013 03:43:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> TWO SUBJECTS WERE INVOLVED IN AGGRAVATED BATTERY,4100 Block FIRST ST S,URBANA,IL,61874.0,40.0564949,-88.23829190000001
10/27/2013 11:13:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>A SUBJECT VISITING CAMPUS AND ALLOWED ACCESS TO DORM ROOM AT TEMPTED TO BURGLARIZE ANOTHER DORM ROOM. THE RESIDENT RETURN ED AND THE BURGLARY WAS INTERRUPTED WHILE ATTEMPTING TO ESCA PE THE FEMALE VICTIM ATTEMPTED TO STOP THE SUBJECT THE MALE SUBJECT BATTERED THE VICTIM BY PUSHING, KICKING, AND STOMPIN G THE BODY AND HEAD OF THE FEMALE VICTIM. WHEN CONFRONTED BY POLICE THE MALE SUBJECT ATTEMPTED TO FLEE BUT FELL AND WAS APPREHENDED""",1200 Block FIRST,URBANA,IL,61820.0,40.104079600000006,-88.2386232
10/01/2013 12:01:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>INDIVIDUAL REPORTED BEING THREATENED BY MUTUAL FRIEND. UPON FURTHER INVESTIGATION IT WAS DETERMINED THE VICTIM HAS BEEN SUBJECT TO A PREVIOUS ASSAULT AND THREATS OVER THE PAST MONT H AND A HALF.,1000 Block COLLEGE CT,URBANA,IL,61801.0,40.0994672,-88.2211707
11/15/2013 05:00:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> FEMALE BATTERED CAB DRIVER TRYING TO AVOID PAYING FOR FARE.,1000 Block ILLINOIS ST W,URBANA,IL,61801.0,40.1090692,-88.2208734
11/17/2013 04:00:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT APPROACHED VICTIMS AND YELLED AT THEM. VICTIMS LATER SPOKE WITH ANOTHER VICTIM THAT WAS PUSHED DOWN BY THE SAME SUBJECT,1400 Block GREGORY DR,URBANA,IL,61801.0,40.10418060000001,-88.2267587
11/26/2013 11:35:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>A HOMELESS SUBJECT APPROACHED AND STRUCK SOMEONE OUTSIDE A U IUC BUILDING.,JOHN ST E & SIXTH,URBANA,IL,61820.0,40.109079,-88.230367
12/20/2013 10:52:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY,1400 Block W GREGORY DR,URBANA,IL,61801.0,40.10418060000001,-88.2267587
03/01/2014 07:30:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> REPORT OF A FIGHT,1100 Block GREGORY DR,URBANA,IL,61801.0,40.1041965,-88.2237179
01/26/2014 02:29:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/> OFFICERS RESPONDED TO ASSIST FIRE ON A MEDICAL CALL.,1100 Block GREGORY DR,URBANA,IL,61801.0,40.1041965,-88.2237179
02/12/2014 10:00:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> PROFESSOR INAPPROPRIATELY TOUCHED A STUDENT,500 Block ARMORY AV E,URBANA,IL,61820.0,40.105427899999995,-88.23187440000001
02/19/2014 02:10:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> INCIDENT BETWEEN SERVICE WORKER AND CHEF,900 Block COLLEGE CT,URBANA,IL,61801.0,40.0994633,-88.2201142
02/27/2014 04:03:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> OFFICERS RESPONDED TO A REPORT OF BATTERY.,800 Block WRIGHT ST S,URBANA,IL,61801.0,40.1192921,-88.2287796
03/04/2014 08:05:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> UNKNOWN SUBJECT BATTERED VICTIM.,1900 Block ORCHARD ST S,URBANA,IL,61801.0,40.0948374,-88.212882
03/07/2014 01:18:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>SUBJECT OBSERVED CONSUMING ALCOHOL ON THE ROADWAY AND RAN FR OM POLICE. SUBJECT WAS ARRESTED AND TAKEN TO CCSO.,JOHN ST E & LOCUST,URBANA,IL,61820.0,40.1089939,-88.2403219
03/07/2014 04:13:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>SUBJECT URINATED IN PUBLIC, COMMITTED A BATTERY, AND FLED FR OM POLICE. SUBJECT WAS LOCATED, ARRESTED AND TRANSPORTED.""",200 Block PEABODY DR,URBANA,IL,61820.0,40.101469,-88.2365968
03/07/2014 11:25:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS INVESTIGATED REPORT OF A BATTERY AND ISSUED STATE NTA TO OFFENDER,700 Block SIXTH ST S,URBANA,IL,61820.0,40.1102761,-88.2303723
03/07/2014 11:06:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> SUBJECT STRUCK DOORMAN AT RED LION.,200 Block GREEN ST E,URBANA,IL,61802.0,40.1107669,-88.2060739
03/16/2014 01:56:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT WAS CREATING A DISTURBANCE IN THE RESIDENCE HALL. HE ATTEMPTED TO FIGHT WITH POLICE AND WAS TASED. HE HAD BEEN TAKING MULTIPLE HITS OF THE DRUG MDMA. HE WAS TRANSPORTED TO THE HOSPITAL.,1200 Block FOURTH ST S,URBANA,IL,61820.0,40.103049600000006,-88.2333969
04/09/2014 04:10:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>LOCATED SUICIDAL SUBJECT AT HOPKINS HALL AND INVOLUNTARILY C OMMITTED SAME AT CARLE HOSPITAL.,100 Block GREGORY DR,URBANA,IL,61820.0,40.104107299999995,-88.238517
04/13/2014 12:22:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT WHO WAS UNDER THE INFLUENCE OF ALCOHOL AND POSSIBLY MDMA BIT A PERSON, THEN FLED TO THE TOP OF A GARAGE ROOF WHE RE HE WAS TAKEN INTO CUSTODY.""",GREEN W & ORCHARD,URBANA,IL,61801.0,40.110640999999994,-88.2145439
04/13/2014 02:40:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> BATTERY AT PAR. TWO SUSPECTS APPREHENDED.,1000 Block COLLEGE CT,URBANA,IL,61801.0,40.0994672,-88.2211707
04/16/2014 03:30:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>VICTIM REPORTED BEING BATTERED BY BANK EMPLOYEE AFTER BEING ASKED TO TURN OVER KEYS TO HER VEHICLE.,2200 Block FIRST ST S,URBANA,IL,61820.0,40.0872593,-88.2381694
05/04/2014 02:50:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>AGGRAVATED BATTERY OCCURED IN A PRIVATE APARTMENT NEAR CAMPU S,300 Block ARMORY E,URBANA,IL,61820.0,40.1054191,-88.23530179999999
05/14/2014 09:30:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUSPECT KNOCKED A NOTE BOOK OUT OF THE VICTIMS HAND AND SHOV ED HIM,1200 Block FOURTH ST S,URBANA,IL,61820.0,40.103049600000006,-88.2333969
05/29/2014 02:05:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>SUICIDAL SUBJECT TRANSPORTED TO PROVENA BY OFFICER. AFTER FU RTHER INVESTIGATION POSSIBLE CHILD ABUSE,1800 Block ORCHARD PL,URBANA,IL,61801.0,40.096564799999996,-88.21424379999999
06/07/2014 12:40:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER CONDUCTS TRAFFIC STOP ON A VEHICLE. FIREARM AMMUNITI ON WAS SUBSEQUENTLY FOUND IN VEHICLE.,200 Block GREEN ST E,URBANA,IL,61802.0,40.1107669,-88.2060739
06/14/2014 07:35:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> TWO FEMALES WERE PEPPER SPRAYED BY UNKNOWN MALE.,2100 Block ORCHARD ST S,URBANA,IL,61801.0,40.0907865,-88.21119540000001
06/17/2014 11:23:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>VEHICLE WAS STOPPED FOR A TRAFFIC VIOLATION. THE DRIVER FLED THE STOP AND WAS APPREHENDED. SUBESEQUENT SEARCH OF THE VEHICLE REVEALED A STOLEN FIREARM AND CONTROLLED SUBSTANCE.,100 Block PARK E,URBANA,IL,61820.0,40.1173331,-88.2387275
