,incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
927,381666529,II1400437,03/07/2014 07:55:00 PM,[UIPD] CARRYING OUT OF PREMISE,CARRYING OUT OF PREMISE            <BR/><BR/> NTA ISSUED FOR CARRYING OPEN LIQUOR OUT OF PREMESIS.,,S THIRD ST & CHALMERS ST,,URBANA,IL,61820.0,,40.106559000000004,-88.23535290000001,03/09/2014 01:56:45 PM,03/09/2014 01:56:45 PM,POINT (-88.235353 40.106559),19,Friday,Liquor,206477.0
928,381666531,II1400439,03/07/2014 09:59:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA ISSUED FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINESS PARKING LOTS,,S FIRST ST & GREEN ST E,,URBANA,IL,61820.0,,40.110217,-88.2386949,03/09/2014 01:56:45 PM,03/09/2014 01:56:45 PM,POINT (-88.238695 40.110217),21,Friday,Liquor,206477.0
993,450160786,II1400969,05/17/2014 02:36:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>INDIVIDUAL WAS APPROACHED AND BATTERED BY TWO UNKNOWN SUBJEC T.,,OAK ST S & ARMORY,,URBANA,IL,61820.0,,40.105364,-88.241525,05/27/2014 07:22:08 PM,05/27/2014 07:31:06 PM,POINT (-88.241525 40.105364),2,Saturday,Assault,206477.0
1020,486128455,II1401163,07/05/2014 02:27:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> VICTIM WAS BATTERED AND THE SUSPECT WAS ARRESTED.,,FIRST ST S & ARMORY,,URBANA,IL,61820.0,,40.105387,-88.23865190000001,07/06/2014 07:37:20 PM,07/06/2014 07:35:56 PM,POINT (-88.238652 40.105387),2,Saturday,Assault,206477.0
1043,534160470,II1401374,08/23/2014 02:19:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER ATTEMPTED TO STOP AN INDIVIDUAL WHO WAS INVOLVED IN A FIGHT. INDIVIDUAL FLED ON FOOT AND WAS CAUGHT A BLOCK LATER. INDIVIDUAL WAS ISSUED A STATE NTA FOR RESISTING OBSTRUCTING A PEACE OFFICER.,,JOHN E & THIRD,,URBANA,IL,,,40.109,-88.2354,08/25/2014 04:37:35 PM,08/25/2014 04:45:39 PM,POINT (-88.2354 40.109),2,Saturday,Assault,206477.0
1063,548625501,II1401518,09/05/2014 02:26:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA: POSSESSION PROHIBITED ON PUBLIC PROPERTY,,FIRST & CHALMERS,,URBANA,IL,,,40.1065,-88.2387,09/09/2014 12:52:41 PM,09/09/2014 12:57:11 PM,POINT (-88.2387 40.1065),2,Friday,Liquor,206477.0
1064,548657909,II1401534,09/06/2014 09:20:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>TWO PEOPLE GOT INTO AN ARGUMENT OVER TRAFFIC DISPUTE. FIGHT OCCURRED WITH MINOR INJURIES TO BOTH PARTIES.,,OREGON ST W & LINCOLN AVE,,URBANA,IL,,,40.1072,-88.2197,09/09/2014 01:12:40 PM,09/09/2014 01:33:42 PM,POINT (-88.2197 40.1072),9,Saturday,Assault,206477.0
1147,59531540,II1100225,02/13/2011 12:07:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>RESPONDED TO THE AREA FOR A FIGHT. LOCATED THE VICTIM. WAS A BLE TO LOCATE THREE OF THE SUSPECTS WHO WERE ARRESTED. VEHICLE WAS TOWED.,,DANIEL E & SIXTH,,URBANA,IL,,,40.107969,-88.230345,03/11/2011 08:15:01 PM,03/11/2011 10:13:45 PM,POINT (-88.230345 40.107969),0,Sunday,Assault,206477.0
1154,59644191,II1100262,02/18/2011 12:18:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--POSSESSION OF ALCOHOL ON PUBLIC PROPERTY,,FIRST & GREEN,,URBANA,IL,,,40.110217,-88.23869499999999,03/14/2011 12:50:02 PM,03/14/2011 12:51:03 PM,POINT (-88.238695 40.110217),0,Friday,Liquor,206477.0
1161,59646944,II1100402,03/05/2011 11:57:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,,FOURTH & GREEN,,URBANA,IL,,,40.110261,-88.233542,03/14/2011 02:45:02 PM,03/14/2011 02:45:05 PM,POINT (-88.233542 40.110261),23,Saturday,Liquor,206477.0
1180,599983888,II1402065,11/02/2014 05:54:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER TOOK A REPORT IN REFERENCE TO A BATTERY AT WILLARD A IRPORT.  A TAXI CAB DRIVER WAS LATER ARRESTED.,,BLK OF AIRPORT RD,,URBANA,IL,,,40.0394,-88.2659,11/03/2014 05:22:58 PM,11/03/2014 05:27:09 PM,POINT (-88.2659 40.0394),17,Sunday,Assault,
1190,607430326,II1402038,10/31/2014 12:37:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER CONDUCTED A TRAFFIC STOP AND ISSUED CITATION FOR SPE EDING AND STATE NTA'S FOR POSSESSION OF CANNABIS NAD UNLAWFU L USE OF WEAPONS,,S LINCOLN AV & ILLINOIS ST,,URBANA,IL,,,40.1091,-88.2193,11/11/2014 08:38:00 PM,11/11/2014 08:35:14 PM,POINT (-88.2193 40.1091),0,Friday,Weapons Offense,206477.0
1195,612622207,II1402154,11/15/2014 11:30:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>TWO MEN WERE ARRESTED FOR BATTERY. BOTH STRUCK ANOTHER MAN W HILE AT THE STADIUM.,,FIRST ST S & PEABODY,,URBANA,IL,,,40.1,-88.2352,11/17/2014 04:23:39 PM,11/17/2014 04:24:22 PM,POINT (-88.2352 40.1),11,Saturday,Assault,206477.0
1271,64113435,II1100781,05/03/2011 12:11:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER OBSERVED SUSPICIOUS BEHAVIOR AND INITIATED A TRAFFIC STOP FOR IMPROPER LANE USAGE. A PASSENGER WAS SUBSEQUENTLY ARRESTED ON A CHAMPAIGN COUNTY WARRANT AND AN UNLAWFUL USE O F WEAPONS CHARGE. OFFICER'S LATER LEARNED SUBJECT ALSO HAD A CHAMPAIGN CITY WARRANT AND PAPERWORK WAS SERVED,,LINCOLN AVE N & FAIRVIEW,,URBANA,IL,,,40.120061,-88.219433,05/04/2011 07:25:04 PM,05/04/2011 11:15:27 PM,POINT (-88.219433 40.120061),0,Tuesday,Weapons Offense,
1278,649448035,II1402376,12/30/2014 04:22:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/> INDIVIDUAL WAS ARRESTED FOR UNLAWFUL USE OF WEAPON.,,LOCUST S & SPRINGFIELD AVE,,URBANA,IL,,,40.1126,-88.2401,12/31/2014 05:28:11 PM,12/31/2014 05:25:20 PM,POINT (-88.2401 40.1126),4,Tuesday,Weapons Offense,206477.0
1286,867523663,II1800903,08/17/2018 07:55:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED <BR/><BR/>FEMALE WAS SLAPPED BY MALE WHILE ON THE 600 BLOCK OF E GREEN ST IN CHAMPAIGN,,600 Block GREEN ST E,,URBANA,IL,,,40.1102,-88.2295,08/18/2018 12:02:02 PM,08/18/2018 12:02:02 PM,POINT (-88.2295 40.1102),19,Friday,Assault,206477.0
1398,73412736,II1101167,07/17/2011 12:25:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY,,FIRST ST & CHALMERS,,URBANA,IL,,,40.106532,-88.23866,07/17/2011 12:40:18 PM,07/17/2011 12:40:18 PM,POINT (-88.23866 40.106532),0,Sunday,Liquor,206477.0
1441,77296370,II1101327,08/15/2011 10:03:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER WAS DISPATCHED TO A MAN DOWN CALL. IT WAS LEARNED TH AT THE SUBJECT WAS PUNCHED BY ANOTHER MALE. THE SUBJECT WAS IDENTIFIED AND ARRESTED.,,SIXTH & GREEN,,URBANA,IL,,,40.110288,-88.230391,08/17/2011 12:30:02 PM,08/17/2011 12:50:02 PM,POINT (-88.230391 40.110288),22,Monday,Assault,206477.0
1444,77296373,II1101321,08/15/2011 02:08:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA: POSSESSION PROHIBITED ON PUBLIC PROPERTY,,SIXTH & DANIEL,,URBANA,IL,,,40.107969,-88.230345,08/17/2011 12:30:02 PM,08/17/2011 12:50:02 PM,POINT (-88.230345 40.107969),2,Monday,Liquor,206477.0
1448,77299843,II0902268,12/17/2009 12:00:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>A 16 YR OLD FEMALE BATTERED ANOTHER 16 YR OLD FEMALE WHILE O N A FIELD TRIP TO THE SPURLOCK MUSEUM.,,GREGORY S & OREGON,,URBANA,IL,,,40.108037,-88.221556,08/17/2011 01:55:04 PM,08/17/2011 01:55:06 PM,POINT (-88.221556 40.108037),12,Thursday,Assault,206477.0
1462,77489718,II1101345,08/18/2011 02:19:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT WAS OBSERVED BEING CHASED THEN PICKED UP AND SLAMMED TO THE GROUND. VICTIM WAS TRANSPORTED TO THE HOSPITAL AND A SUSPECT WAS IDENTIFIED BY WITNESSES AND ARRESTED.,,OAK S & JOHN ST,,URBANA,IL,,,40.10888,-88.24155400000001,08/19/2011 02:05:02 PM,08/19/2011 02:05:04 PM,POINT (-88.241554 40.10888),2,Thursday,Assault,206477.0
1463,77645447,II1101368,08/20/2011 12:02:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>ATTEMPTED TO AID SUBJECT WHO WAS BLEEDING AND HIGHLY INTOXIC ATED. SUBJECT RESISTED OFFICERS ON SCENE AND ULTIMATELY ATTE MPTED TO BATTER OFFICERS WITH FISTS AND FEET. SUBJECT WAS TR ANPORTED TO PROVENA AND WILL BE TRANSPORTED TO CCSO AFTER.,,BLK OF GREGORY E,,URBANA,IL,,,40.104046000000004,-88.241495,08/21/2011 01:25:06 PM,08/21/2011 01:25:07 PM,POINT (-88.241495 40.104046),0,Saturday,Assault,206477.0
1470,78138497,II1101417,08/23/2011 10:04:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--POSSESSION OF ALCOHOL ON PUBLIC PROPERTY,,FOURTH & ARMORY,,URBANA,IL,,,40.102702,-88.241493,08/24/2011 04:25:02 PM,08/24/2011 04:25:03 PM,POINT (-88.241493 40.102702),22,Tuesday,Liquor,206477.0
1473,78397510,II1101435,08/25/2011 12:33:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> INDIVIDUAL IDENTIFIED AND ARRESTED FOR AGGRAVATED BATTERY.,,GREEN E & 6TH STREET,,URBANA,IL,,,40.110288,-88.230391,08/26/2011 05:05:02 PM,08/26/2011 05:05:26 PM,POINT (-88.230391 40.110288),0,Thursday,Assault,206477.0
1491,79200237,II1101554,09/03/2011 11:48:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA: POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINESS P ARKING LOTS,,SECOND & DANIEL,,URBANA,IL,,,40.107923,-88.23702,09/05/2011 08:05:01 PM,09/05/2011 08:05:03 PM,POINT (-88.23702 40.107923),23,Saturday,Liquor,206477.0
1501,80027728,II1101646,09/13/2011 01:02:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>VEHICLE STOPPED FOR SUSPENDED PLATES. VEHICLE DID NOT HAVE V ALID INSURANCE AND WAS ULTIMATELY TOWED.,,SIXTH S & DANIEL,,URBANA,IL,,,40.109079,-88.230367,09/13/2011 04:05:53 PM,09/13/2011 04:15:05 PM,POINT (-88.230367 40.109079),1,Tuesday,Weapons Offense,206477.0
1620,90006386,II1102447,12/08/2011 02:21:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA - POSSESSION PROHIBITED ON PUBLIC PROPERTY & BUSINESS PARKING LOTS.,,FIRST ST S & CHESTER ST,,URBANA,IL,,,40.115353000000006,-88.238729,12/10/2011 03:35:02 PM,12/10/2011 03:35:03 PM,POINT (-88.238729 40.115353),2,Thursday,Liquor,206477.0
1626,91235964,II1102537,12/19/2011 05:06:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA ISSUED FOR POSSESSION OF ALCOHOL PROHIBITED ON PUBLIC PR OPERTY.,,GREEN ST E & GREEN,,URBANA,IL,,,40.110288,-88.230391,12/21/2011 05:10:02 PM,12/21/2011 06:56:28 PM,POINT (-88.230391 40.110288),17,Monday,Liquor,206477.0
1627,91235965,II1102540,12/19/2011 05:11:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION OF ALCHOHOL PROHIBITED IN PUBLIC.,,GREEN ST E & SIXTH,,URBANA,IL,,,40.110288,-88.230391,12/21/2011 05:10:02 PM,12/21/2011 06:56:28 PM,POINT (-88.230391 40.110288),17,Monday,Liquor,206477.0
1659,94731801,II1200081,01/16/2012 11:52:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA ISSUED FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY,,SIXTH ST S & DANIEL ST E,,URBANA,IL,,,40.107969,-88.230345,01/18/2012 01:55:02 PM,01/18/2012 01:55:03 PM,POINT (-88.230345 40.107969),23,Monday,Liquor,206477.0
1702,834121551,II1701819,12/22/2017 09:10:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS <BR/><BR/>OFFICERS CONDUCTED A TRAFFIC STOP FOR FAILING TO USE TURN SI GNAL. VEHICLE HAD ODOR OF CANNABIS COMING FROM INSIDE THE VE HICLE. SEARCH OF DRIVER YIELDED CANNABIS SEARCH OF VEHICLE Y IELDED GUN. DRIVER ARRESTED FOR UNLAWFUL USE OF WEAPON,,FOURTH ST S & HEALEY,,URBANA,IL,,,40.1103,-88.2335,02/13/2018 05:02:07 PM,02/13/2018 06:01:26 PM,POINT (-88.2335 40.1103),21,Friday,Weapons Offense,206477.0
1717,101379434,II1200398,02/28/2012 10:42:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL POSSESSION ON PUBLIC PROPERTY,,400 Block JOHN E,,URBANA,IL,,,40.110261,-88.233542,03/01/2012 08:15:02 PM,03/01/2012 08:15:03 PM,POINT (-88.233542 40.110261),22,Tuesday,Liquor,206477.0
1723,834780569,II1800014,01/08/2018 05:40:00 PM,[UIPD] ROBBERY-ARMED,"ROBBERY-ARMED <BR/><BR/>WHILE WALKING DOWN THE SIDEWALK, A MALE IN A GROUP OF FOUR, STRUCK THE VICTIM IN THE HEAD WITH A ROCK. MALES FLED THE SCENE LAUGHING. VICTIM WAS TRANSPORTED WITH NON-LIFE THREATE NING INJURY TO THE HEAD AT HIS REQUEST.",,1400 Block GREEN ST W,,URBANA,IL,,,40.1099,-88.2272,02/21/2018 04:02:09 PM,02/21/2018 04:11:03 PM,POINT (-88.2272 40.1099),17,Monday,Robbery,206477.0
1754,102159181,II1200425,03/02/2012 12:45:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA POSS ALCOHOL PUB PROP,,1000 Block OAK S,,URBANA,IL,,,40.124627000000004,-88.266891,03/08/2012 06:45:02 AM,03/08/2012 06:45:04 AM,POINT (-88.266891 40.124627),12,Friday,Liquor,
1755,102159182,II1200437,03/02/2012 06:35:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA POSSESSION PROHIBITED ON PUBLIC PROPERTY,,100 Block JOHN ST W,,URBANA,IL,,,40.109021999999996,-88.237027,03/08/2012 06:45:02 AM,03/08/2012 06:45:04 AM,POINT (-88.237027 40.109022),18,Friday,Liquor,206477.0
1756,102159184,II1200427,03/02/2012 12:47:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,,300 Block DANIEL E,,URBANA,IL,,,40.107938,-88.235288,03/08/2012 06:45:02 AM,03/08/2012 06:45:05 AM,POINT (-88.235288 40.107938),12,Friday,Liquor,206477.0
1759,102159194,II1200431,03/02/2012 02:34:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,,100 Block CHALMERS E,,URBANA,IL,61820.0,,40.1065465,-88.2386675,03/08/2012 06:45:02 AM,03/08/2012 06:45:06 AM,POINT (-88.238667 40.106547),14,Friday,Liquor,206477.0
1761,102159196,II1200443,03/03/2012 12:41:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA: POSSESSION ON PUBLIC PROPERTY,,300 Block GREEN ST E,,URBANA,IL,,,40.110261,-88.233542,03/08/2012 06:45:02 AM,03/08/2012 06:45:06 AM,POINT (-88.233542 40.110261),0,Saturday,Liquor,206477.0
1763,102159200,II1200422,03/02/2012 11:43:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,,200 Block JOHN E,,URBANA,IL,,,40.109021999999996,-88.237027,03/08/2012 06:45:02 AM,03/08/2012 06:45:07 AM,POINT (-88.237027 40.109022),11,Friday,Liquor,206477.0
1801,105055095,II1200600,03/27/2012 10:50:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> A SUBJECT WAS GRABBED ON THE ARM BY AN UNKNOWN SUBJECT.,,600 Block WRIGHT S,,URBANA,IL,,,40.105711,-88.228809,03/29/2012 02:30:03 PM,03/29/2012 02:30:03 PM,POINT (-88.228809 40.105711),10,Tuesday,Assault,206477.0
1834,106772528,II1200693,04/09/2012 06:53:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>OFFICERS RESPONDED TO A CHECK WELFARE CALL. THE SUBJECT WAS TRANSPORTED TO CARLE HOSPITAL AND INVOLUNTARILY ADMITTED.,,200 Block PEABODY DRIVE E,,URBANA,IL,,,40.101448,-88.23648100000001,04/10/2012 03:25:02 PM,04/10/2012 03:25:11 PM,POINT (-88.236481 40.101448),18,Monday,Other,206477.0
1905,110015929,II1200878,05/03/2012 02:06:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS OBSERVED NUMEROUS FIGHTS AFTER BAR CLOSING. OC WAS DEPLOYED AGAINST TWO ACTIVE COMBATANTS.,,700 Block GOODWIN S,,URBANA,IL,,,40.106901,-88.223851,05/04/2012 12:20:02 PM,05/04/2012 12:20:03 PM,POINT (-88.223851 40.106901),2,Thursday,Assault,206477.0
1917,110152807,II1200896,05/05/2012 12:09:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION ON PUBLICE PROPERTY,,600 Block DANIEL ST E,,URBANA,IL,,,40.107971,-88.230071,05/05/2012 12:05:02 PM,05/06/2012 12:45:02 PM,POINT (-88.230071 40.107971),0,Saturday,Liquor,206477.0
1922,110254524,II1200899,05/05/2012 02:04:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,"""UNLAWFUL USE OF WEAPONS            <BR/><BR/>VEHICLE PULLED OVER FOR DISOBEYING STOP SIGN. DRIVER ARRESTE D ON CHAMPAIGN COUNTY WARRANT, ONE PASSENGER ARRESTED FOR UN LAWFUL USE OF WEAPON.""",,STOUGHTON E & SECOND,,URBANA,IL,,,40.113459999999996,-88.23540799999999,05/07/2012 02:55:01 PM,05/07/2012 02:55:10 PM,POINT (-88.235408 40.11346),2,Saturday,Weapons Offense,206477.0
1977,117946979,II1201212,07/05/2012 09:59:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> A BATTERY OCCURRED IN AN APARTMENT COMPLEX.,,300 Block GREEN STREET E,,URBANA,IL,61802.0,,40.110132,-88.1736473,07/05/2012 02:45:02 PM,07/05/2012 02:45:03 PM,POINT (-88.173647 40.110132),21,Thursday,Assault,
2001,116124596,II1201122,06/16/2012 12:30:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA:  POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINESS PARKING LOTS,,800 Block SIXTH ST S,,URBANA,IL,,,40.107969,-88.230345,06/16/2012 01:25:02 PM,06/18/2012 04:50:02 PM,POINT (-88.230345 40.107969),0,Saturday,Liquor,206477.0
2066,120528897,II1201288,07/19/2012 06:00:00 AM,[UIPD] SEARCH WARRANT SERVICE,SEARCH WARRANT SERVICE             <BR/><BR/>THE MEMBERS OF THE METRO TEAM ASSISTED RANTOUL PD WITH A SEA RCH WARRANT.,,1200 Block BELAIR DR,,URBANA,IL,61820.0,,40.0835669,-88.25166,07/28/2012 12:55:01 PM,07/28/2012 12:55:03 PM,POINT (-88.25166 40.083567),6,Thursday,Other,
2100,122007804,II1201402,08/10/2012 10:52:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>OFFICER WAS DISPATCHED TO MEET A COMPLAINANT REGARDING A BAT TERY. THE OFFICER WAS UNABLE TO LOCATE THE OFFENDERS AT THE TIME OF THE INTITIAL REPORT. LATER, ANOTHER OFFICER STOPPED A CAR MATCHING THE OFFENDER'S VEHICLE FOR AN UNRELATED OFFEN SE. THE DRIVER OF THE CAR ADMITTED TO COMMITTING THE EARLIER BATTERY OFFENSE.""",,GREEN ST W & GOODWIN AV,,URBANA,IL,,,40.110507,-88.22391400000001,08/13/2012 04:15:02 PM,08/13/2012 04:15:02 PM,POINT (-88.223914 40.110507),22,Friday,Assault,206477.0
2199,126149343,II1201627,09/09/2012 12:46:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>SUBJECT ISSUED A CHAMPAIGN NTA FOR POSS. PROHIBITED ON PUBLI C PROPERTY,,500 Block E DANIEL ST,,URBANA,IL,,,40.107956,-88.23200899999999,09/12/2012 05:10:06 PM,09/14/2012 03:05:02 PM,POINT (-88.232009 40.107956),0,Sunday,Liquor,206477.0
2257,127950857,II1201823,09/29/2012 01:26:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>A SUBJECT WAS EJECTED FROM MEMORIAL STADIUM. THE SUBJECT THEN TRESPASSED BACK INTO THE STADIUM AND BATTERED A DIA EMPLOYEE.,,1400 Block FIRST ST S,,URBANA,IL,,,40.101458,-88.234595,09/30/2012 08:00:02 PM,09/30/2012 08:00:02 PM,POINT (-88.234595 40.101458),13,Saturday,Assault,206477.0
2271,128103085,II1201845,10/01/2012 09:47:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>A RESIDENT OF ALLEN HALL WAS TRANSPORTED TO PROVENA MEDICAL CENTER FOR EVALUATION.,,1000 Block GREGORY DR W,,URBANA,IL,,,40.104191,-88.221552,10/02/2012 03:20:02 PM,10/02/2012 03:20:03 PM,POINT (-88.221552 40.104191),9,Monday,Other,206477.0
2347,130094765,II1202050,10/28/2012 02:39:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>POLICE RESPONDED TO RENDER AID TO UNCONSCIOUS INDIVIDUAL ON SIDEWALK. ARRESTEE STRUCK POLICE OFFICER AND WAS ARRESTED FO R AGGRAVATED BATTERY.,,400 Block GREEN ST E,,URBANA,IL,,,40.110262,-88.233451,10/29/2012 06:10:02 PM,10/29/2012 06:10:02 PM,POINT (-88.233451 40.110262),2,Sunday,Assault,206477.0
2396,132278239,II1202163,11/11/2012 10:36:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>SUBJECT BATTERED ANOTHER RESIDENT AFTER ARGUING ABOUT A FOOT BALL GAME.,,1000 Block COLLEGE CT,,URBANA,IL,,,40.099232,-88.220667,11/12/2012 03:45:03 PM,11/12/2012 03:45:03 PM,POINT (-88.220667 40.099232),22,Sunday,Assault,206477.0
2416,132974574,II1202130,11/08/2012 01:11:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>OFFICERS MET WITH A SUBJECT REGARDING STATEMENTS MADE TO HIS COUNSELOR.,,200 Block JOHN ST E,,URBANA,IL,,,40.109021999999996,-88.237027,11/20/2012 02:35:02 PM,11/20/2012 02:35:03 PM,POINT (-88.237027 40.109022),13,Thursday,Other,206477.0
2450,134510648,II1202295,12/02/2012 12:20:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> A BATTERY OCCURED AT THE ILLINI UNION.,,1400 Block GREEN ST W,,URBANA,IL,,,40.110394,-88.227245,12/03/2012 06:50:02 PM,12/03/2012 06:50:05 PM,POINT (-88.227245 40.110394),0,Sunday,Assault,206477.0
2472,135048215,II1202326,12/07/2012 09:41:00 AM,[UIPD] SEARCH WARRANT SERVICE,SEARCH WARRANT SERVICE             <BR/><BR/>MEMBERS OF METRO TEAM ASSISTED RANTOUL PD WITH A SEARCH WARR ANT.,,1200 Block BEL AIRE,,URBANA,IL,61820.0,,40.0835669,-88.25166,12/10/2012 07:21:18 PM,12/10/2012 07:21:19 PM,POINT (-88.25166 40.083567),9,Friday,Other,
